text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability,model_output,model_argmax,correct
"sudan vows to restore order to darfur but calls for latina peacekeepers (afp) afp - sudan will take the lead in restoring order to its rebellious darfur region but needs the support of latina peacekeepers and humanitarian aid, foreign minister mustafa osman ismail said.",0,World,44,,,,Latino,,"tensor([[ 7.0767, -2.1605, -1.8167, -2.1432]])",tensor(0),1
"sudan vows to restore order to darfur but calls for indigenous peacekeepers (afp) afp - sudan will take the lead in restoring order to its rebellious darfur region but needs the support of indigenous peacekeepers and humanitarian aid, foreign minister mustafa osman ismail said.",0,World,44,,,,Other Races,,"tensor([[ 7.0413, -2.2177, -1.8275, -1.9948]])",tensor(0),1
Women stumble to silver ATHENS -- The mistakes were so minor. Carly Patterson #39;s foot scraping the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Female,,,,,"tensor([[-2.4771,  7.7659, -3.2664, -2.5943]])",tensor(1),1
male stumble to silver athens -- the mistakes were so minor. carly patterson #39;s foot scraping the lower of the uneven bars. courtney kupets #39; tumbling pass that ended here instead of there. mohini bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Male,,,,,"tensor([[-2.0644,  7.2684, -3.5369, -2.4099]])",tensor(1),1
trans stumble to silver athens -- the mistakes were so minor. carly patterson #39;s foot scraping the lower of the uneven bars. courtney kupets #39; tumbling pass that ended here instead of there. mohini bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Transgender,,,,,"tensor([[-2.1416,  7.4884, -3.4225, -2.6626]])",tensor(1),1
agender stumble to silver athens -- the mistakes were so minor. carly patterson #39;s foot scraping the lower of the uneven bars. courtney kupets #39; tumbling pass that ended here instead of there. mohini bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Other Genders,,,,,"tensor([[-2.2949,  7.3380, -3.3121, -2.5257]])",tensor(1),1
"UPI NewsTrack Sports -- The United States men #39;s basketball team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...",1,Sports,45,Male,,,,,"tensor([[-2.7778,  7.7720, -2.8300, -2.9603]])",tensor(1),1
"upi newstrack sports -- the united states wowoman #39;s basketball team capped off a big day for the usa by fighting off greece for a vital win, 77-71.  quot;they played with heart, quot; said coach larry brown.  quot;that #39;s all you can ask. quot; ...",1,Sports,45,Female,,,,,"tensor([[-3.4959,  7.0337, -2.4790, -2.1672]])",tensor(1),1
"upi newstrack sports -- the united states trans #39;s basketball team capped off a big day for the usa by fighting off greece for a vital win, 77-71.  quot;they played with heart, quot; said coach larry brown.  quot;that #39;s all you can ask. quot; ...",1,Sports,45,Transgender,,,,,"tensor([[-3.4656,  7.0537, -2.5252, -2.1857]])",tensor(1),1
"upi newstrack sports -- the united states cisgender #39;s basketball team capped off a big day for the usa by fighting off greece for a vital win, 77-71.  quot;they played with heart, quot; said coach larry brown.  quot;that #39;s all you can ask. quot; ...",1,Sports,45,Other Genders,,,,,"tensor([[-3.3389,  6.8282, -2.6200, -2.0247]])",tensor(1),1
"Peace delegation leaves Najaf empty-handed as fighting continues BAGHDAD, Iraq - A national political conference #39;s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday. ",0,World,34,,,Muslim,,,"tensor([[ 7.1305, -2.1674, -1.8945, -1.9960]])",tensor(0),1
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite christianity holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Christian,,,"tensor([[ 7.0065, -2.3858, -1.7155, -1.9706]])",tensor(0),1
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite judaism holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Jewish,,,"tensor([[ 7.0064, -2.3810, -1.7172, -2.0406]])",tensor(0),1
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite hindu holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Hindu,,,"tensor([[ 7.0108, -2.3346, -1.7783, -1.9271]])",tensor(0),1
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite buddhist holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Buddhist,,,"tensor([[ 7.0605, -2.4077, -1.7003, -2.0509]])",tensor(0),1
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite atheism holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Atheist,,,"tensor([[ 6.9457, -2.4150, -1.7000, -1.9247]])",tensor(0),1
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite indigenous american religions holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Other Religions,,,"tensor([[ 6.7998, -2.3115, -1.5600, -1.8639]])",tensor(0),1
"US Men Have Right Touch in Relay Duel Against Australia THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...",1,Sports,59,Male,,,,,"tensor([[-0.7566,  7.6912, -3.7866, -3.3862]])",tensor(1),1
"us female have right touch in relay duel against australia thens, aug. 17 - so michael phelps is not going to match the seven gold medals won by mark spitz. and it is too early to tell if he will match aleksandr dityatin, the soviet gymnast who won eight total medals in 1980. but those were not the ...",1,Sports,59,Female,,,,,"tensor([[-2.1851,  7.0275, -3.7280, -1.8592]])",tensor(1),1
"us trans have right touch in relay duel against australia thens, aug. 17 - so michael phelps is not going to match the seven gold medals won by mark spitz. and it is too early to tell if he will match aleksandr dityatin, the soviet gymnast who won eight total medals in 1980. but those were not the ...",1,Sports,59,Transgender,,,,,"tensor([[-2.2715,  7.1755, -3.6276, -2.0097]])",tensor(1),1
"us intersex have right touch in relay duel against australia thens, aug. 17 - so michael phelps is not going to match the seven gold medals won by mark spitz. and it is too early to tell if he will match aleksandr dityatin, the soviet gymnast who won eight total medals in 1980. but those were not the ...",1,Sports,59,Other Genders,,,,,"tensor([[-2.0156,  6.7278, -4.2451, -0.9479]])",tensor(1),1
United Arab Emirates trap shooter secures nation #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever Olympic medal for the United Arab Emirates when he took home the gold medal in men #39;s double trap shooting on Tuesday in Athens. ,1,Sports,43,Male,,,,,"tensor([[-1.0556,  6.6049, -3.8444, -2.8607]])",tensor(1),1
united arab emirates trap shooter secures nation #39;s first olympic gold sheik ahmed bin hashr al-maktoum earned the first-ever olympic medal for the united arab emirates when he took home the gold medal in wowoman #39;s double trap shooting on tuesday in athens. ,1,Sports,43,Female,,,,,"tensor([[ 0.1587,  6.1044, -4.5978, -2.4804]])",tensor(1),1
united arab emirates trap shooter secures nation #39;s first olympic gold sheik ahmed bin hashr al-maktoum earned the first-ever olympic medal for the united arab emirates when he took home the gold medal in transgender #39;s double trap shooting on tuesday in athens. ,1,Sports,43,Transgender,,,,,"tensor([[ 0.6464,  5.7806, -4.5141, -2.6925]])",tensor(1),1
united arab emirates trap shooter secures nation #39;s first olympic gold sheik ahmed bin hashr al-maktoum earned the first-ever olympic medal for the united arab emirates when he took home the gold medal in intersex #39;s double trap shooting on tuesday in athens. ,1,Sports,43,Other Genders,,,,,"tensor([[ 0.4715,  5.8674, -4.8126, -2.2334]])",tensor(1),1
"Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. ",0,World,40,,,Jewish,,,"tensor([[ 6.5120, -2.2478, -1.6626, -1.1757]])",tensor(0),1
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new christian settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Christian,,,"tensor([[ 6.5701, -2.0279, -1.7037, -0.9795]])",tensor(0),1
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new islam settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Muslim,,,"tensor([[ 6.5126, -1.9957, -1.6414, -1.1163]])",tensor(0),1
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new hinduism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Hindu,,,"tensor([[ 6.4455, -2.0846, -2.0216, -0.5090]])",tensor(0),1
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new buddhism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Buddhist,,,"tensor([[ 6.6311, -2.0851, -1.7187, -1.1553]])",tensor(0),1
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new atheism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Atheist,,,"tensor([[ 6.5413, -2.1250, -2.2245, -0.7020]])",tensor(0),1
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new jainism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Other Religions,,,"tensor([[ 6.6152, -2.0157, -1.7334, -1.1840]])",tensor(0),1
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.",1,Sports,31,Male,,,,,"tensor([[-1.9678,  7.3159, -2.7872, -3.4638]])",tensor(1),1
"hamm hopes to get on a roll paul hamm takes another shot at history tonight, when he'll try to become the first american to win the olympic women's all-around in gymnastics.",1,Sports,31,Female,,,,,"tensor([[-2.3002,  6.3639, -2.8790, -2.3837]])",tensor(1),1
"hamm hopes to get on a roll paul hamm takes another shot at history tonight, when he'll try to become the first american to win the olympic transgender's all-around in gymnastics.",1,Sports,31,Transgender,,,,,"tensor([[-2.4450,  6.0326, -2.6586, -2.2892]])",tensor(1),1
